file,net of investment,net of pension plan investment,net of administrative and investment,discount rate,net of 0.25% of investment,net of inflation. one hundred percent (100%) of the plan’s investment,net of opeb plan investment,investment rate of return,opeb plan,net of plan investment,net of pension investment,context
"MI2020/MI Presque Isle County ","","","","['7.60%']","","","","","","","","5,509,431 sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the county, calculated using the discount rate of 7.60% as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (6.60%) or 1-percentage-point higher"
"MI2020/MI Presque Isle County ","","","","['6.60%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the county, calculated using the discount rate of 7.60% as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (6.60%) or 1-percentage-point higher (8.60%) than the current rate:"
"MI2020/MI Bronson (Branch County) ","['7.35%']","","","","","","","","","","","2.50% 3.00% in the long-term 7.35%, net of investment expense, including inflation although no specific price inflation assumptions are needed for the valuation, the 2.5% long-term"
"MI2020/MI Bronson (Branch County) ","","","","['7.60%']","","","","","","","","6.56% discount rate the discount rate used to measure the total pension liability is 7.60% for 2019. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions"
"MI2020/MI Bronson (Branch County) ","","","","['8.60%']","","","","","","","","the following presents the net pension liability of the city, calculated using the discount rate of 7.60%, as well as what the city’s net pension liability would be if it were calculated using a discount rate that is one percentage point lower (6.60%) or one percentage higher (8.60%) than the current rate:"
"MI2020/MI Clinton Charter Fire _ Police Pension System Township ","","","","['7.06 percent']","","","","","","","","78,966,290 assumption changes during the year, the discount rate was increased from 5.67 percent to 7.06 percent. the 7.06 percent discount rate is the single rate of return that, when applied to all projected benefit payments, results in an"
"MI2020/MI Clinton Charter Fire _ Police Pension System Township ","","","","['7.06 percent']","","","","","","","","improvement scale mp-2017. discount rate the discount rate used to measure the total pension liability was 7.06 percent at the march 31, 2020 measurement date, which is an increase from the discount rate used at the march 31, 2019 measurement"
"MI2020/MI Clinton Charter Fire _ Police Pension System Township ","","","","['2.48 percent']","","","","","","","","based on those assumptions, the pension plan's fiduciary net position was not projected to be available to make all projected future benefit payments of current active and inactive employees. therefore, the discount rate incorporates a municipal bond rate, which was 2.48 percent. the source of that bond rate was the fidelity municipal go aa bond index. the long-term expected rate of return was applied to"
"MI2020/MI Clinton Charter Fire _ Police Pension System Township ","","","","['5.67 percent']","","","","","","","","350.24 % changes in benefit terms - none changes in assumptions - the discount rate was increased from 5.67 percent to 7.06 percent in 2020. the discount rate was decreased from 6.03 percent to 5.67 percent in 2019. the discount rate was decreased from 6.81 percent to 6.03 percent in 2018. the assumption for general inflation was decreased from 4.00 percent to 2.50 percent in 2018. mortality rates were based on the rp-2014 table updated with generational mp-2017"
"MI2020/MI Clinton Charter Fire _ Police Pension System Township ","","['7.50 percent']","","","","","","","","","","2.50 percent 8.0 percent to 4.2 percent, including inflation, effective march 31, 2016 7.50 percent - net of pension plan investment expense - including inflation rp-2000 projected to 2014 effective march 31, 2016"
"MI2020/MI Fraser ","['7.35%']","","","","","","","['7.35']","","","","inflation: 2.50% salary increases: 3.00%, long-term investment rate of return: 7.35%, net of investment expense, including inflation mortality rates used for non-disabled plan member were based on a weighted blend of rp2014 mortality tables of a 50% male and 50% female blend. mortality rates used for"
"MI2020/MI Fraser ","['7.35%']","","","","","","","['7.35']","","","","inflation: 2.50% salary increases: 3.00%, long-term investment rate of return: 7.35%, net of investment expense, including inflation mortality rates used for non-disabled plan member were based on a weighted blend of rp2014 mortality tables of a 50% male and 50% female blend. mortality rates used for"
"MI2020/MI Fraser ","","","","['7.60%']","","","","","","","","4.85% discount rate the discount rate used to measure the total pension liability is 7.60%. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions will be"
"MI2020/MI Fraser ","","","","['6.60 percent']","","","","","","","","the following presents the net pension liability of the city, calculated using the discount rate of 7.60 percent, as well as what the city’s net pension liability would be if it were calculated using a discount rate that is one percentage point lower (6.60 percent) or one percentage point higher (8.60 percent) than the current rate:"
"MI2020/MI Fraser ","","","","","","","['5.75%']","","['5.75%']","","","2.50% 3.75% to 14.75% 5.75%, net of opeb plan investment expense, including inflation 2.45%"
"MI2020/MI Fraser ","","","","","","","['5.75%']","","['5.75%']","","","2.50% 3.75% to 14.75% 5.75%, net of opeb plan investment expense, including inflation 2.45%"
"MI2020/MI Fraser ","","","","['6.50%']","","","","","","","","the rp-2014 juvenile mortality tables discount rate a single discount rate of 6.50% was used to measure the total opeb liability. this single discount rate was based on the expected rate of return on opeb plan investments of 6.50%. the"
"MI2020/MI Fraser ","","","","['6.50%']","","","","","","","","discount rate a single discount rate of 6.50% was used to measure the total opeb liability. this single discount rate was based on the expected rate of return on opeb plan investments of 6.50%. the projection of cash flows used to determine this single discount rate assumed that employer"
